firstpost_date,content
10-03-2015,Apple’s 0.4% drop was the worst first-day reaction to a major product release since 2001 $AAPL http://t.co/iCrsU44gty
18-03-2015,For the #Apple fanboy in your life $AAPL http://t.co/XxjipaXFvV
09-03-2015,“good to remember before Apple's Watch launch : technology has come a long way $AAPL http://t.co/09HDBG34M2”
14-03-2015,How Apple will affect expected #earnings growth for the DJIA. http://t.co/N3DmT9tkil $AAPL #stocks http://t.co/uxxhNTdR94
18-03-2015,Apple wants to you watch #AppleTV and buy the #AppleWatch. Should you be watching $AAPL stock? http://t.co/nDljfDRLyr http://t.co/apYXenQfiH
07-03-2015,Why Apple going to the Dow is overdue-- and overrated  http://t.co/mL07Polw68 $AAPL
18-03-2015,Apple Inc. (AAPL) Leads S&amp;P 500 In Q4 Stock Buybacks http://t.co/QuWMbi7318 $AAPL @FactSet http://t.co/Cey1ZvVTtO
09-03-2015,Macquarie maintains Apple $AAPL with an Outperform rating &amp; raises price target from $130.00 to $145.00. #premarket
06-03-2015,RT @ReutersBiz: Wall St. lower after payrolls; #Apple to join Dow: http://t.co/wTpfBHL9Qy $AAPL http://t.co/SD2HnM44Kj
10-03-2015,Hope I win this #iPad mini from @ValueWalk! $AAPL http://t.co/kf4st1xXCl http://t.co/NH1eKgaGDG
10-03-2015,Will Apple make an electric car...or just buy Tesla? http://t.co/2KUYLNodrX $AAPL $TSLA
06-03-2015,I analyzed $AAPL $NFLX $TWTR and much more in my video market recap from earlier: http://t.co/v82rbEmiLH $SPY $UGAZ
06-03-2015,POLL: Will you buy the Apple Watch? $AAPL http://t.co/h0grPz35Mq
08-03-2015,Inside Greater China: An exclusive look at Apple Inc in Hong Kong http://t.co/HWTpYLftoj $AAPL #drones #retail #PRC http://t.co/NJ2ONWD8rT
10-03-2015,Buying in $AAPL stock began with the announcement of HBO Now: http://t.co/eFzCs9s6bX
10-03-2015,New Apple watch can already sense the remorse of people who bought shares over $129 today. $AAPL http://t.co/npi9PxoXHT
18-03-2015,Apple Stores Add #AppleWatch Charging Bracelets &amp; Try-On Cases http://t.co/AxpIOMsswL $AAPL #iOS #IoT #iPhone6 http://t.co/xBLXihRnCM
11-03-2015,"At Apple annual meeting, CarPlay becomes Tim Cook's favorite way to avoid shareholder questions about a relationship with Tesla. $AAPL $TSLA"
14-03-2015,"How the Apple Watch could help the bottom line at Domino's, Papa John's and Pizza Hut http://t.co/XxIZR6wGlL $AAPL via @BrianSozzi"
11-03-2015,"Early movers: $EXPR, $LL, $AAPL, $SNDK, $GNC &amp; more http://t.co/wb4JMiZUxK"
14-03-2015,"my VIDEO http://t.co/PxABOCzFkE  Stock Mkt Analysis 3/13/15 $SPY $QQQ $IWM $XLF $SMH $TLT $CL_F $AAPL $BABA $IBB"" $STUDY"
10-03-2015,Apple Watch Event: A Lot Of Good News For Investors http://t.co/vjuJ33l5RO $GRMN $AAPL
11-03-2015,#Apple backs down on music service pricing http://t.co/HNAOPpbSom $AAPL http://t.co/keRt7mw7S7
02-03-2015,Seriously.   SIRI is so unusable it sucks $AAPL
10-03-2015,Why #Apple is a lagging Dow indicator http://t.co/JE80wJhpaX @ritholtz $aapl http://t.co/iKxPHzUPIY
12-03-2015,.@HamzeiAnalytics doesn't like the $AAPL ecosystem because it's so vertical. Find out what else he said:  http://t.co/7PQTSByDIV
21-03-2015,man they slammed $AAPL at the close. That was pretty nasty. Someone needed out. Or knows something is coming in this weekend.
04-03-2015,The dirty little secret of Price Improvement - Orders than never execute. Citadel's cancel rates in $AAPL: http://t.co/cCoRZbU7df
10-03-2015,#AppleWatch March 9 Event Live http://t.co/9DhgXASqmH $AAPL #Apple #AppleWatchEvent #iPhone6
15-03-2015,Hope I win this #iPad mini from @ValueWalk! $AAPL http://t.co/eComH3g0k4 http://t.co/7DCzCqmsob
14-03-2015,Hope I win this #iPad mini from @ValueWalk! $AAPL http://t.co/eComH3g0k4 http://t.co/3cwGfX952s
03-03-2015,RT @ReutersBiz: What would the Dow look like if it included #Apple? http://t.co/DtOnNjNGMt $AAPL http://t.co/wziHTidXRp
20-03-2015,Hope I win this #iPad mini from @ValueWalk! $AAPL http://t.co/eComH3g0k4 http://t.co/syysYrXJxo
20-03-2015,Hope I win this #iPad mini from @ValueWalk! $AAPL http://t.co/eComH3g0k4 http://t.co/syysYrXJxo
05-03-2015,#iPadPro release date -- Delayed yet again  #Apple $AAPL @Computerworld  ~~~ http://t.co/BfxQozjZxj ~~~
10-03-2015,Now every major car brand has committed to delivering Car Play. http://t.co/JYOgFHJSs9 $AAPL
13-03-2015,"Check out the updated site, new attendees coming to the Fintech Gala.  http://t.co/IKwssw3Lpd. $ICE $fb $aapl $mrkt"
19-03-2015,Apple $AAPL Set to Takeover the Dow http://t.co/ky2363GghC
05-03-2015,Fred Wilson says no to apple watches ... He's wrong but a lovely guy  http://t.co/mQ9iZI2Nj1 $aapl VC @fredwilson
16-03-2015,Who’s afraid of the Apple Watch?: https://t.co/4i4uvDvCVq  $AAPL #Technology #wearables http://t.co/3CTjjSaFEr
10-03-2015,$AAPL off highs of day. But still up 1%. So it seems like Apple Watch event is not being viewed as home run or swing &amp; a miss. Solid double?
10-03-2015,A Potential 'iTV' Is Still A Key Catalyst For Apple $AAPL  http://t.co/AmsUhVFTM6
10-03-2015,Lmaooo RT @RANsquawk: Loving my Apple Watch $AAPL http://t.co/iRBAZMmMXF
05-03-2015,Analyst: BlackBerry Could 'Double' If It Continues Down The Right Path $AAPL $BBRY $MSFT  http://t.co/hj7rCfKuE9
17-03-2015,😳😳😳😳😳😳😳😳😳😳 RT @WSJbusiness: Apple is in talks to launch online TV service. $AAPL http://t.co/0DE8RO4d0C
10-03-2015,Hope I win this #iPad mini from @ValueWalk! $AAPL http://t.co/eComH3g0k4 http://t.co/VEVvIOi6W0
10-03-2015,"""the world has never seen anything that looks like this"" http://t.co/tceUIvRDBm $AAPL http://t.co/qrWVKt3cgA"
10-03-2015,Apple Watch Sport product points: $349 and $399 http://t.co/mtVs293b1B $AAPL
11-03-2015,ICYMI VIDEO http://t.co/zjvgqFeonl Stock Market Vid Analysis $SPY $QQQ $IWM $XLF $SMH $AAPL
10-03-2015,"Health Could Be The 'Killer App' For Apple, Jefferies Says $AAPL  http://t.co/WYWJkGINDz"
11-03-2015,Who wants to borrow  $CHF and long $AAPL as the later demolishes the Swiss watch industry? #iWatch
16-03-2015,Weekend Video Strategy Session 03/15/15 {Video} http://t.co/YMwjkQ3swp $AAPL $AMZN $NFLX $USO $UWTI
15-03-2015,Personally I think it is the ultimate hubris for $AAPL to sell a $17K gold watchpiece that essentially requires a phone to work.
09-03-2015,Apple's Dow Inclusion Good For All Parties http://t.co/Fsp7Z06DcD $T $AAPL
09-03-2015,I already have a Swiss made watch that automatically winds itself and a smart phone.  Why would I buy an $AAPL watch that dies every night?
11-03-2015,4 Significant Short Interest Moves To Analyze http://t.co/BVeaEZ0UyU $AAPL #APPLE $CYBR $SODA $Z
14-03-2015,= initial US mkt 99m units “@Market_Bull: Apple Watch not on shopping list for 69% of Americans: Reuters poll http://t.co/J3nZwQsBp9 $AAPL”
15-03-2015,And here are some of our top trading ideas of the week $INTC $AAPL $BABA http://t.co/d5yF79FIq8
18-03-2015,How Apple #ResearchKit Could Change Science Forever $AAPL http://t.co/7hb5CxhnAf
11-03-2015,Maybe Hillary can explain to me how to delete emails from my $aapl Iphone
10-03-2015,$AAPL now talking about iPhones and medical research. Unveiling Research Kit software.
21-03-2015,Or 11 biotech companies ...Apple lost $11 billion in market cap right before the closing bell. http://t.co/HJ1sr1gnN8 $AAPL
04-03-2015,I analyzed $AAPL $GOOG $TSLA and much more in my video market recap from earlier: http://t.co/fNXr7WVDQu $SPY $STUDY
18-03-2015,Hope I win this #iPad mini from @ValueWalk! $AAPL http://t.co/eComH3g0k4 http://t.co/QmxCrQ6j9f
13-03-2015,Hope I win this #iPad mini from @ValueWalk! $AAPL http://t.co/eComH3g0k4 http://t.co/ueDxdfeBYN
06-03-2015,Forget $AAPL. The best stock since 2009 is an American mall company (that's not a typo!).   http://t.co/7ntmZbipd8 http://t.co/TXORl3HU76
09-03-2015,Apple Allows Outsiders Into Secret 'Watch Lab' $AAPL $FB $HOT http://t.co/dgx3uEbXwC
05-03-2015,On Real Money Pro now: The leaked presentation of $AAPL sales people for people interested in watch who walk into the AAPL store.
04-03-2015,"""FREAK"" security flaw hits Apple and Google users: http://t.co/gXyaDPdC2i $aapl $googl"
10-03-2015,"Next up, new MacBook. 2 lbs, 13mm thick, new keyboard, 12"" retina display. Cook: ""can you even see it?"" $AAPL http://t.co/KL0739F9Cg"
07-03-2015,"Meet The New Dow 30, Including Apple http://t.co/SPRoKliXZP $T $V $AAPL $DIA"
16-03-2015,Some employees really do deserve that raise. (@DailyDilbert) #SundayFunday $GOOG $AAPL http://t.co/uN3J2ztfct
14-03-2015,The media's Apple $AAPL fervor in one simple chart http://t.co/1bxlbugtxl http://t.co/ayBVOgWd90
17-03-2015,[CHART] Visualizing $AAPL's record setting market capitalization http://t.co/1YSDQXrWq4 http://t.co/2Jaa7jkDAL
10-03-2015,It begins. Get ready for a lot of #Apple tweets. $AAPL
10-03-2015,"There are 3 versions of #AppleWatch, and company claims 18 hours of battery life. $AAPL"
15-03-2015,Why $AAPL joining the Dow may not be so great for the stock http://t.co/sn2PN9gxg5
14-03-2015,$AAPL chart https://t.co/2wNQEjTN5N via http://t.co/jNJSIyZvlv
15-03-2015,Hope I win this #iPad mini from @ValueWalk! $AAPL http://t.co/6jRF7mixl5 http://t.co/jAtWTG6MZ7
17-03-2015,Apple Takes On TV Streaming $AAPL $CMCSA $NFLX http://t.co/A0xccJwA2O http://t.co/j8KkMngBS8
16-03-2015,No $AAPL shares bought by ECB last week...
11-03-2015,Where was $GOOG in $AAPL's big healthcare announcement? http://t.co/DdigejD9BA
03-03-2015,Why This Fund Manager Is Reducing His Exposure To Apple $AAPL http://t.co/GUaUQ04qaN
15-03-2015,"The pricing model is flawed: Not the right time for cool,not practical Apple Watch. http://t.co/ncwB94i3bW $AAPL #wearables"
20-03-2015,$AAPL 1st day of trading on Dow not so bright...
06-03-2015,"Date that Microsoft and Intel were added to the Dow, becoming the first Nasdaq-listed members: Nov. 1, 1999. $DIA $MSFT $INTC $AAPL $T"
17-03-2015,Hope I win this #iPad mini from @ValueWalk! $AAPL http://t.co/eComH3g0k4 http://t.co/sezpQXfIRh
11-03-2015,Hope I win this #iPad mini from @ValueWalk! $AAPL http://t.co/eComH3g0k4 http://t.co/NwPaiZOTuH
10-03-2015,Funny how $AAPL starts talking about #applewatch and $SPY and $AAPL selloff intraday (short term).
15-03-2015,'Batterery' tinder for battery sharing http://t.co/KBp7Wj6fVG $aapl $goog
01-03-2015,Hope I win this #iPad mini from @ValueWalk! $AAPL http://t.co/eComH3g0k4 http://t.co/Xs75BCmNsC
10-03-2015,I want to charge a watch every night like I want a good swift kick in the groin. #InOtherWordsIDont $AAPL
10-03-2015,It doesn't bode well when the Apple Watch was the 3rd most interesting thing $AAPL introduced today
05-03-2015,"Been pressing $AAPL short OMG, in the black on this most unpopular short.  Will wonders never cease? Inconceivable!  https://t.co/WfeQaYbtmf"
11-03-2015,Interesting piece by @ConversationEDU via @qz on potential Apple Watch side effects $AAPL http://t.co/oB0MYfywot
10-03-2015,There's the Apple Watch... and then there's everything else http://t.co/lEDDENxigI $AAPL http://t.co/4l8AaCdzrt
09-03-2015,Android OEM profitability by @charlesarthur via @amir http://t.co/lvO0xDjGA4 $GOOG $AAPL http://t.co/GVpuLYVpRz
02-03-2015,Hope I win this #iPad mini from @ValueWalk! $AAPL http://t.co/eComH3g0k4 http://t.co/LAbNkf7hQS
08-03-2015,So much for the claim that Apple Pay would be 'secure' - Los Angeles Times http://t.co/SCRZ4KVuwE #Apple • $AAPL http://t.co/Uxu3t0F4dR
14-03-2015,"Barron's: The basic Apple Watch looks like a hit. The $17,000 ""Edition,"" not so much. http://t.co/1H27972LIH $AAPL #wearables"
03-03-2015,@racernic's options outlook for the week of 3/2 $PCLN $AAPL $AMZN http://t.co/LKBcl2QdYi
17-03-2015,Is Jay Z Taking On Apple? $AAPL  http://t.co/3ygj2PGupe
09-03-2015,Top Apple Analyst Sees 8 Risks To Investors $AAPL  http://t.co/cxf6vGp9jx
18-03-2015,Apple in talks to launch online TV service. $AAPL http://t.co/BxMnk2rCHg
10-03-2015,"Apple announces Research Kit. It turns the iPhone into a ""powerful diagnostic tool."" http://t.co/f3O6ecPasp $AAPL"
09-03-2015,70% of those surveyed said they would buy the Apple Watch http://t.co/p2vBajsAXO $AAPL
05-03-2015,Hope I win this #iPad mini from @ValueWalk! $AAPL http://t.co/6jRF7mixl5 http://t.co/475Rl3QKmN
09-03-2015,#Apple Allows Outsiders Into Secret 'Watch Lab' $AAPL $FB $HOT http://t.co/IElbBcQWUC
06-03-2015,End of an era for Ma Bell. $T out of Dow as $AAPL takes its place.
06-03-2015,Shot on iPhone 6. $AAPL http://t.co/THtG6QYEAf
10-03-2015,"NEW MACBOOKS, NEW IPHONES IN THE FALL, NEW EVERYTHING. LET'S EAT $AAPL"
21-03-2015,RT @ckolderup: Notice what the thumbs up are under vs the thumbs down #misandry $AAPL http://t.co/wDj7K2l9pi
01-03-2015,Hope I win this #iPad mini from @ValueWalk! $AAPL http://t.co/6jRF7mixl5 http://t.co/HDtSwLne20
10-03-2015,Just called my dentist ... I can't be toting no gold MacBook without a grill cc @andyswan $aapl
02-03-2015,"Morgan Stanley Breaks Down Apple Into 2 Debates, 5 Risks $AAPL http://t.co/rVHavUPhaq"
10-03-2015,Why This Analyst Thinks Apple Watch Will Be 'Phenomenally Successful' $AAPL http://t.co/XWeTUnMauZ
14-03-2015,Apple Value Now Exceeds One-Fifth of S&amp;P 500 Index Members  http://t.co/oQRLdHAKvk  $AAPL
05-03-2015,Apple Delays Production Of Larger 'iPad Pro' $AAPL http://t.co/qIE23BlHfF
06-03-2015,Apple gets a spot on the Dow Jones Industrial Average. $aapl #dow http://t.co/vPT25xeOHL http://t.co/ce1i2UBREy
11-03-2015,"Are tech blogs being too nice to $AAPL?  Now on @FOXBusiness, Apple Watch's major flaw you won't hear anywhere else. http://t.co/4o07rfY72n"
04-03-2015,Hope I win this #iPad mini from @ValueWalk! $AAPL http://t.co/eComH3g0k4 http://t.co/i78MZdpPim
10-03-2015,Tonight how to make Money on: Growing Bear Chorus Urbanization of America &amp; Micro apartment &amp; $100m penthouses $AAPL watch   Eating Out RT
10-03-2015,watching Dave Morin live stream apple event from his apple phone @davemorin: |LIVE NOW|  - #meerkat http://t.co/oo0SrzaYw7 $aapl
09-03-2015,"How Apple went from a ""niche"" stock to a juggernaut in 15 years: http://t.co/t6gWgb1zeI $AAPL"
10-03-2015,"$AAPL at day's highs, making a run at $129, and we haven't even seen a watch face yet. #AppleEvent"
09-03-2015,What will the Apple Watch be and how will it be used? http://t.co/sv3DxhG0zZ  #applewatch $aapl http://t.co/pUUJs15XZu
10-03-2015,Will Consumers Fall in Love With Apple Watch: What Wall St. Says $AAPL http://t.co/Qd5Z9CTnkI http://t.co/NIK6A7w3rq
07-03-2015,great work pressman! RT @ampressman: Apple CEO @tim_cook faces biggest test yet with watch introduction http://t.co/5TjJBFmfEg $AAPL
04-03-2015,"Tesla Motors At Milestone As Millstones, Rivals Drag Stock http://t.co/vwEzuqRVuD $TSLA $AAPL $DDAIF http://t.co/368Bx7n6Rw"
11-03-2015,"Apple Watch: The Device No One, Not Even a Fan Boy, Needs $AAPL http://t.co/ylkyVbpzSD http://t.co/gCs1I2iVe6"
10-03-2015,3 Reasons to ignore Apple and buy Best Buy http://t.co/CczCXmnjM5 $AAPL $BBY
12-03-2015,Join me @rickjnewman @JenSaidIt live at 12pm for Midday Movers on @YahooFinance $AAPL #finance
06-03-2015,A Comprehensive Preview Of Apple's #SpringForward Event $AAPL http://t.co/qB9fLmyLsg http://t.co/UuEucCFhJv
10-03-2015,some live #AppleWatch blogs : $AAPL   http://t.co/SFE6gp4jbI  http://t.co/mZy99khdIm  http://t.co/L8UPoqsjGV  http://t.co/qKKsX813TD
12-03-2015,Expert: Why #AppleWatch Will Be Apple's Most Upgradeable Product $AAPL http://t.co/crjF64N8Ai http://t.co/ccrPo4Vf9t
06-03-2015,NEW POST: Hold on for Dear Life  http://t.co/IhT7svmstf $AAPL $PAYC $QQQ $SPY $STUDY
07-03-2015,"iPhone sales are going to be mammoth this quarter, says UBS $AAPL http://t.co/HUpB9bvJQ3"
14-03-2015,Tim Cook offered Steve Jobs his liver $AAPL http://t.co/QEMBg65DTJ
06-03-2015,Judge Denise Cote subpoenas Tim Cook and two Dow Jones executives to explain why they chose $AAPL instead of $AMZN.
10-03-2015,We Give The Apple Watch An A+ http://t.co/Yzfyr5MWou $AAPL
11-03-2015,IBM: Why I'm Now Bearish http://t.co/Aattx4D9UL $AAPL #APPLE $IBM
06-03-2015,activity in $AAPL caused by YOUR 127 stop orders being hit. Why put them in such obvious levels. 1925 trades in 1 sec http://t.co/RKDYnV93WI
19-03-2015,"Today's Market: Big Changes For The Dow, Buyout Rumors Impacting These Stocks http://t.co/tS7M981wYu $AAPL #APPLE $CVS $DIA $GPS $IWM"
10-03-2015,I analyzed $AAPL $LVS $RUSS and much more in my video market recap from earlier: http://t.co/zPayxfcwQl $SPY $STUDY
10-03-2015,Best-performing tech fund since dotcom peak did it without owning $AAPL http://t.co/QCNoPa8z4y @dkrandall @Fidelity http://t.co/R0RUIqpJR0
10-03-2015,Apple Watch will teach us these new bad habits. $AAPL http://t.co/sp7rmw2YnT
07-03-2015,What might the co-founders of APPLE think about booting @ATT from the Dow? You'll hear from one of them LIVE 3pET @FoxBusiness EXCLSV $AAPL
04-03-2015,RT @ReutersBiz: What would happen if #Apple joined the Dow? Data Dive: http://t.co/hVA7WDU4qb $AAPL http://t.co/Bq43tdqKKH
11-03-2015,Top Street Analyst Asks: Why Do We Need The Apple Watch? $AAPL  http://t.co/n35wBnkfeN
17-03-2015,"Which would you rather be long for 10 years, $TLT or $AAPL?"
05-03-2015,"@DougKass @ctrlzee because of my iPhone, I stopped wearing a watch and now $aapl wants me to wear an iWatch? I don't think so."
13-03-2015,"Apple Watch: The device no one, not even an $AAPL fan boy, needs http://t.co/7J8kzffkoT"
15-03-2015,"Apple Watch, MacBook, PC Industry Challenges (Podcast) http://t.co/2NhKLdUNOV $IYW $AAPL"
05-03-2015,Boom Doom Market Report Bull or Bear 2-28-15? $AAPL ↑ #Copper ↓ $DIA ↑ $FXI ↑ $GLD ↓ $IBB ↑ $IWM ↑ $IYT ↑ #Oil ↓ $QQQ ↑ $SPY ↑ $TLT ↑ #USD ↑
07-03-2015,Good chat on Apple and AT&amp;T today. Thanks @MelissaLeeCNBC and HT @boygenius http://t.co/piwBlp8qjJ $AAPL
15-03-2015,What Negative Interest Rates And Quantitative Easing Are Doing To The Stock Market http://t.co/7SK37j7U0z $AAPL #APPLE $FXE $FXF $EU
04-03-2015,Will $AAPL really build its own car? @TMFNewsie has 4 reasons to cast a skeptical eye on all the hype: http://t.co/7cGjLAFLMo
07-03-2015,"From the company with the longest running presence on the $DJIA to the newest, $GE welcomes $AAPL to the Dow Jones Industrial Average!"
19-03-2015,"Case Mod Eden shows elegance in a PC build $AAPL, $INTC, $FB http://t.co/c0HfnkGnHr http://t.co/Bsx9AsLgs7"
10-03-2015,Buy Apple stock post-#iwatch unveil? http://t.co/N5Fx7IojVt $AAPL
10-03-2015,"Yesterday, @AnneMarieTrades says $AAPL needed to pull back b/c it's extremely extended. Find out why:  http://t.co/reI1k5slvR"
11-03-2015,"Apple’s clout means it pays less in rent at the mall http://t.co/ML1CXkqh5u via @WSJ $aapl generates $10,000± psf in sales #malls"
09-03-2015,Hope I win this #iPad mini from @ValueWalk! $AAPL http://t.co/eComH3g0k4 http://t.co/svgTwMaxVK
06-03-2015,.@allstarcharts doesn't want to be a dip buyer in $AAPL right now. See what else he said:  http://t.co/XPx7O3AtxT
12-03-2015,"""Apple Watch is powerful technology, but it's powerful technology that no one needs."" http://t.co/gIs27rqMOS $AAPL"
20-03-2015,$AAPL has gone down every single day since it was added to the Dow Jones Industrial Index.
10-03-2015,I can't wait for the Ive-narrated video showing how they skin cattle for the leather bands... $AAPL #AppleLive
05-03-2015,"3. $FB which I've tweeted has looked better than $AAPL as of late, signals overbought into the bell, but bullish"
05-03-2015,$NFLX shares falling on reports that $AAPL is in discussions with HBO in regards to a streaming service
01-03-2015,$AAPL still Bullish http://t.co/unBzhZpLmm
03-03-2015,"""We would like to carry it."" $T's mobile chief to @jonfortt on forthcoming $AAPL watch."
10-03-2015,Why the Apple Watch is a huge gamble for $AAPL and app makers http://t.co/GeTEY6LkmT
03-03-2015,".@racernic on #PreMarket Prep show: ""I am short $AAPL via puts."" Tune in live: http://t.co/26JKCPJUkj"
10-03-2015,"The $AAPL event, as expected: http://t.co/9usqqCl7Pw"
10-03-2015,"Apple video intro begins, coverage of Apple Store mania in China. $AAPL http://t.co/VkMyLMysRn"
13-03-2015,https://t.co/TphMVYt6BS  Spots I'm looking for a reversal lower tomorrow in $AAPL are at red lines..
28-02-2015,RT @GoogleReporter: Google Threatens to Expose Tech Rivals Ultimatum to fix security flaws http://t.co/t8kJdkDbPu $GOOGL $AAPL $MSFT http:/…
10-03-2015,What to expect from HBO NOW and why it matters for cable channels &amp; carriers. http://t.co/RTBSJbzadI $TWX $AAPL
06-03-2015,$AAPL is propping up the $NASDAQ &amp; $QQQ 💪
10-03-2015,Why #HBONow Is A Bad Idea $TWX $AAPL $NFLX http://t.co/2NjxpiGlNH #AppleTV http://t.co/wfDWweksMj
14-03-2015,"Everybody is talking #Gold with Apple iWatch, let's talk Lithium with Apple Electric iCar: https://t.co/7t0NG1NJt4 $AAPL $TSLA"
10-03-2015,"The #AppleWatch will bring you apps like @Uber and @instagram .. And, you can use it as a phone. $AAPL http://t.co/qxUWt060ui"
18-03-2015,$AAPL: Apple: Note AAPL added to the DJIA effective at the close of trading today http://t.co/lb9yHyH0lk
20-03-2015,more on $AAPL in the dow; hillary emails and why im pissed @MelissaAFrancis 2pm EDT @FoxBusiness
14-03-2015,"In 2014, iPad generated $30B for $AAPL,  &gt;1/3 total $MSFT revenues. Insane @IDC calls it ""weakest link"" in tablets. http://t.co/rLBnjoUNFA"
19-03-2015,Wells Fargo Discusses 'Balance Of Power' At Apple $AAPL  http://t.co/wUxpEX6BGL #AppleTV http://t.co/Avl3V76S2W
09-03-2015,"""I used to think there was no way I'd buy an $AAPL watch, and then I saw one."" @annemarietrades on #PreMarket Prep: http://t.co/Km2HsPT9Os"
20-03-2015,Fitness Magazine Shares Behind-the-Scenes Details on New Apple Watch Cover -… http://t.co/0oXm8q3iDX #Apple • $AAPL http://t.co/aJhSYrTnRZ
11-03-2015,"Intel Inside Apple: MacBooks Now, iPads Later? http://t.co/hfgnjULtul $AAPL #APPLE $INTC"
09-03-2015,How many billions should we expect from the Apple Watch? $AAPL http://t.co/ZucrhTgeBg
17-03-2015,"Will this new streaming service from Apple ""seriously disrupt the cable industry""? http://t.co/BB7BgJD4c1 $AAPL $NFLX $AMZN"
10-03-2015,Smaller Battery Life Is No Reason To Sell Apple - Cramer's Mad Money (3/9/15) http://t.co/DCuyLTPTYB $PEP $AA $CNK $SBUX $REGN $AAPL
10-03-2015,"What We Didn't Get from #AppleLive Next, WWDC in June http://t.co/ByptJK8ytz $AAPL #Apple #AppleWatch #MacBook http://t.co/KvcBQ7ZEUG"
07-03-2015,Even $AAPL down now.  Closing bell can't come soon enough.
02-03-2015,"Morgan Stanley Says Apple's Valuation 'Doesn't Reflect Platform Multiple,' Suggests $160 Valuation $AAPL http://t.co/KB3rvEPYUR #premarket"
10-03-2015,Here's One Apple Watch Ad You Won't Be Able to Look Past $AAPL http://t.co/JqPUUVWkve http://t.co/KqZg5wBexP
13-03-2015,Michael Kors: Apple Watch And A Collapsed Roof On Investors' Minds http://t.co/BtIiOJcfVO $AAPL #APPLE $KORS
28-02-2015,RT @GoogleReporter: Google Relaunches Wallet To Counter #ApplePay &amp; Samsung LoopPay http://t.co/KgVTszO5WR $GOOGL $AAPL #Android #iOS http:…
05-03-2015,NEW POST: Stock Market Recap 03/04/15 {Video} http://t.co/ZAm2eUJZoK $AAPL $BABA $GDX $SPY $UWTI
11-03-2015,Another annoying iPhone app that users can't delete http://t.co/lPkgJIX8eD $AAPL #AppleWatch http://t.co/V7WXxp2F5X
18-03-2015,$AAPL has been largest spender on buybacks in $SPX over past 12 months. http://t.co/6moGv5WBly http://t.co/oKuMHpMlcb
06-03-2015,$AAPL to the DOW maybe that explains some of the summer call buying?
18-03-2015,"Hackers pounced on Apple Pay. But don't you dare blame Apple, silly. @ktbenner $aapl http://t.co/Kb4Hw3JVLw"
16-03-2015,"Top story: Who's afraid of the Apple Watch? $AAPL http://t.co/7dJnnQkUVn, see more http://t.co/2YoV3NsEzf"
10-03-2015,RT @CNBCSocial: Meet Apple's latest store in China: http://t.co/SUcRShaoG5 • $AAPL http://t.co/PYc2WBkuTN
04-03-2015,A few of the Big Boys are holding up well today: $AAPL $GOOGL $AMZN
07-03-2015,Dow Jones Industrial Apple http://t.co/JBF4iEbNmL via @ReformedBroker $AAPL http://t.co/pCMT9JNGV1
12-03-2015,Trouble for $AAPL? China's new smartphone boom favors cheaper brands http://t.co/4V9Ep1iAhX
06-03-2015,$AAPL added to dow
10-03-2015,Smartwatch pushes Apple into high-end fashion http://t.co/5F41r2Xo6Z via @WSJ $AAPL http://t.co/My9aXYFxlt
10-03-2015,"$AAPL, $AAPL Pro: If Apple Doesn't Deliver 'Wow' Factor, Stock Will Sell Off - http://t.co/BLTZ1CJ6fS ~ via @AlertTrade"
21-03-2015,Nick Bilton farted out such an embarrassing turd of Apple-clickbait that the @nytimes had to print an apology. http://t.co/SonzFJMsGd $AAPL
10-03-2015,"Aaand now $AAPL shares are falling, down almost 1 percent. Following the usual pattern."
18-03-2015,"Everybody is talking #Gold with #Apple iWatch, let's talk Lithium with Apple Electric iCar: https://t.co/7t0NG1NJt4 $AAPL $TSLA"
06-03-2015,Here's What We Think We Know About Apple's Big Event on Monday $AAPL http://t.co/tTa21oZ9Bx http://t.co/PtK1CAcQnJ
07-03-2015,mt VIDEO http://t.co/6hhHWm7fKZ  Stk Mkt Analysis 3/6/15 $SPY $AAPL $QQQ $IWM $BABA $TLT $GPRO $TSLA
11-03-2015,Major outage affecting all #@applenws services $AAPL http://t.co/zWeRPqSoWI http://t.co/k6TYIJXOof
10-03-2015,"""Traitor, your heart is blacker than your turtleneck!""  - Comic Book Guy, The Simpsons $AAPL"
17-03-2015,RT @ReutersMoney: Can a mutual fund ever own too much Apple? @dkrandall reports http://t.co/IXrCHMiVqq $AAPL http://t.co/Wd0vTb5caq
12-03-2015,$aapl is losing out on 2.19 million dollars in revenue every hour the app store is down based on Q1 iTunes numbers http://t.co/wmHQhp2NsY
09-03-2015,"Early movers: $GM, $RTI, $AMZN, $AAPL, $BBRY &amp; more http://t.co/RONXOmCu4P"
19-03-2015,Is Apple $AAPL Looking to Augment Your Reality? http://t.co/VqnboFgOQW
14-03-2015,"CNBC dumping $AAPL ,.............back up the truck &lt;120 (if your lucky)"
10-03-2015,Apple shares are up 1%; got some lift after the event started $AAPL http://t.co/mrRExLibr1 http://t.co/y5VP9pQfDC
11-03-2015,"Make calls, read emails, swipe up for music: $AAPL Watch can do ""Everything you can do on your phone."" @usatodaytech http://t.co/yZjuhLoq68"
16-03-2015,WAITING FOR WEDNESDAY (3/18): 1) FED decision 2) $BABA lockup expiry 3) $AAPL joins DJIA =^.^=
12-03-2015,Apple joins elite club and that’s bad http://t.co/GCh7TNpIa8 (CNBC Pro) $AAPL
